project_id,worksite_id,worksite_name,award_year,place_fip,geo_id,name,name_w_type,type_code,fips_code,area_land,area_water
721879,7205543,Terwer Creek - lower Terwer Creek site (bioengineering bank stabilization),2004,38702,0638702,Klamath,Klamath CDP,57,U1,44592620,0
721881,7205546,Various streams (Humboldt Bay to northern Del Norte County),2004,23042,0623042,Eureka,Eureka city,25,C1,24698637,13130764
721922,7206135,Sulphur Canyon Creek - Sulphur Canyon bridge ladder (weir modification),2003,64140,0664140,St. Helena,St. Helena city,25,C1,12832970,325922
721942,7206159,Barker Creek - instream structures and stabilization,2002,32562,0632562,Hayfork,Hayfork CDP,57,U1,186854161,58222
721943,7206164,"Eel River, S. Fk., E. Br. - bank stabilization",2002,05262,0605262,Benbow,Benbow CDP,57,U1,12641980,0
721945,7206197,Arroyo Trabuco Creek - I-5 crossing (fish passage study/planning),2002,68028,0668028,San Juan Capistrano,San Juan Capistrano city,25,C1,37374655,0
721949,7206201,City of Camarillo (city center) - fish passage barrier assessment workshop,2002,10046,0610046,Camarillo,Camarillo city,25,C1,50986168,42884
721962,7206267,"Eel River (lower), Van Duzen (lower) and Bear River Watersheds - solar riparian irrigation system",2002,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
721963,7206268,California Coastal Anadramous Watersheds - Fish Passage Success Stories DVD - Phase I,2002,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
721967,7207689,North Coast and Central Coast DFG Regions - archeological and rare plant surveys,2004,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
721972,7206343,City of Santa Barbara - Santa Barbara County Art Commission (steelhead education/outreach),2003,69070,0669070,Santa Barbara,Santa Barbara city,25,C1,50523520,58265316
721982,7206434,Strawberry Creek - Reed Canary grass removal (instream and fish passage restoration),2004,54218,0654218,Orick,Orick CDP,57,U1,12290818,270118
721983,7206435,City of Santa Barbara - art walk (steelhead festival and education),2004,69070,0669070,Santa Barbara,Santa Barbara city,25,C1,50523520,58265316
722023,7206706,City of Ukiah - Ukiah Conference Center (fish passage workshop video production),2004,81134,0681134,Ukiah,Ukiah city,25,C1,12390978,116878
722025,7206721,Terwer Creek - stream bank stabilization,2003,38702,0638702,Klamath,Klamath CDP,57,U1,44592620,0
722060,7206838,San Juan Creek and San Mateo Creek Watersheds - steelhead interpretive signs,2004,59503,0659503,Rancho Mission Viejo,Rancho Mission Viejo CDP,57,U1,97918365,0
722063,7206846,Humboldt Bay - large wood acquisition,2003,23042,0623042,Eureka,Eureka city,25,C1,24698637,13130764
722076,7207080,North Coast and Central Coast Regions - Archeological and rare plant surveys on sediment reduction,2004,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
722092,7207121,San Pablo Bay - Floating Net Pen (Chinook salmon acclimation and release),2004,16000,0616000,Concord,Concord city,25,C1,79130630,0
722107,7207292,"Eel River, E. Br., S. Fk. - Kinsey Ranch site (bank stabilization)",2005,05262,0605262,Benbow,Benbow CDP,57,U1,12641980,0
722124,7207795,California Coastal Anadromous Watersheds - Fish passage videos,2002,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
722125,7207793,California Coastal Anadromous Watersheds - printing of 2005 PSN,2002,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
722126,7207796,California Coastal Anadromous Watersheds - Printing of Effectiveness Monitoring Protocol,2002,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
722127,7207794,California Coastal Anadromous Watersheds - printing of Habitat Manual,2002,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
722137,7207977,California Coastal Anadromous Watersheds - CHRPD management (centerpoint),2006,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
722143,7207979,California watersheds - fish passage assessment database (PAD) (centerpoint),2006,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
722156,7207981,Topanga Creek - southern steelhead monitoring,2006,78960,0678960,Topanga,Topanga CDP,57,U1,49538336,19528
722159,7207936,Topanga Creek - berm removal,2006,78960,0678960,Topanga,Topanga CDP,57,U1,49538336,19528
722191,7207986,California Coastal Watersheds - 26th annual Salmonid Restoration Conference (2008) - central point,2006,17918,0617918,Daly City,Daly City city,25,C1,19783516,0
722192,7207987,Humboldt Bay Watershed - juvenile salmonid monitoring,2006,23042,0623042,Eureka,Eureka city,25,C1,24698637,13130764
722239,7208001,Coastal California Watersheds - Adaptive Watershed Improvement Projects 2006-07,2006,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
722242,7207945,Woodacre Creek - Site 1 (fish passage improvement),2006,86216,0686216,Woodacre,Woodacre CDP,57,U1,4653150,0
722242,7208837,Woodacre Creek - Site 3 (fish passage improvement),2006,86216,0686216,Woodacre,Woodacre CDP,57,U1,4653150,0
722245,7207994,Mission Creek - fish passage,2006,48147,0648147,Mission Canyon,Mission Canyon CDP,57,U1,4662212,77753
722250,7207995,Lower Terwer Creek - riparian restoration & bank stabilization,2006,38702,0638702,Klamath,Klamath CDP,57,U1,44592620,0
722271,7207996,Del Norte County - Raising Salmon in the Classroom,2006,17022,0617022,Crescent City,Crescent City city,25,C1,5085115,1169624
722325,7208328,Lindsay Creek Watershed,2006,24008,0624008,Fieldbrook,Fieldbrook CDP,57,U1,27111305,9982
722327,7208008,Coastal California watersheds - fish habitat specialists,2006,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
722328,7208009,Scott and Shasta Rivers - implementation of permitting programs,2006,22972,0622972,Etna,Etna city,25,C1,1967952,2444
722356,7207518,Arroyo Trabuco Creek - Metrolink crossing (fish passage design),2004,68028,0668028,San Juan Capistrano,San Juan Capistrano city,25,C1,37374655,0
722360,7207668,Jacoby Creek - Jacoby Creek/Gannon Slough Wildlife Area (water rights appraisal),2004,02476,0602476,Arcata,Arcata city,25,C1,24399923,5229392
722362,7207670,San Juan Creek - Cow Camp Crossing (fish passage imporvement planning),2004,59503,0659503,Rancho Mission Viejo,Rancho Mission Viejo CDP,57,U1,97918365,0
722363,7207671,"Humboldt Bay - Water Control structure Inventory, Assessment and Mapping",2005,23042,0623042,Eureka,Eureka city,25,C1,24698637,13130764
722364,7207672,North Coast and Central Coast DFG Regions - paleontological surveys,2005,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
722365,7207673,San Antonio Creek - Ojai Valley Trail crossing (fish passage planning),2005,53182,0653182,Oak View,Oak View CDP,57,U1,8822791,0
722367,7207696,Marin County coastal watersheds - out-migrant trapping and juvenile surveys,2004,51280,0651280,Nicasio,Nicasio CDP,57,U1,3379839,0
722398,7207699,Jacoby Creek - Old Arcata Road (bed elevation and topographic hgh flow condition study),2005,02476,0602476,Arcata,Arcata city,25,C1,24399923,5229392
722401,7207702,South Anker Creek - Fieldbrook road crossing (bank stabilization),2005,24008,0624008,Fieldbrook,Fieldbrook CDP,57,U1,27111305,9982
722483,7207711,Mill Creek - trib to Outlet Creek in Mendocino Cty (bank restoration),2004,85600,0685600,Willits,Willits city,25,C1,7296486,1546
722486,7207718,California Steelhead Distribution Review,2006,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
722487,7207753,CSUS Foundation Student Assistant Contract,2005,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
722488,7207754,Steelhead Trout Report Restoration Card Student Assistant,2003,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
722489,7209516,Sacramento Center point - Kelly Services assistant,2005,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
722490,7207755,CSUS Foundation Student Assistant Contract,2006,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
722502,7208595,Trinity River - Dark Gulch Reach (instream and riparian restoration),2006,41278,0641278,Lewiston,Lewiston CDP,57,U1,51843522,0
722502,7208810,Trinity River - Lewiston Reach (instream and riparian restoration),2006,41278,0641278,Lewiston,Lewiston CDP,57,U1,51843522,0
722538,7207726,Froom Creek - road decommissioning,2005,68154,0668154,San Luis Obispo,San Luis Obispo city,25,C1,34458922,379316
722540,7207738,"Southern California steelhead - Santa Barbara, Ventura, Los Angeles, Orange, and San Diego Counties (gentic analysis)",2005,44000,0644000,Los Angeles,Los Angeles city,25,C1,1215978552,83031312
722546,7207740,Sturgeon Creek (instream habitat restoration),2005,53266,0653266,Occidental,Occidental CDP,57,U1,12862112,0
722547,7207741,California Northern Coastal Watersheds - organizational support,2001,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
722548,7207742,California Northern Coastal Watersheds - organizational support,2002,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
722618,7208441,Archeological and Rare Plant Survey - coastal center point,2005,67000,0667000,San Francisco,San Francisco city,25,C1,121507089,479146790
722663,7207884,Santa Monica Bay watershed - Malibu Creek,2005,78960,0678960,Topanga,Topanga CDP,57,U1,49538336,19528
722663,7207885,Santa Monica Bay watershed - Topanga Creek,2005,78960,0678960,Topanga,Topanga CDP,57,U1,49538336,19528
722663,7207883,Santa Monica Bay watershed - Arroyo Sequit Creek,2005,78960,0678960,Topanga,Topanga CDP,57,U1,49538336,19528
722708,7208020,North and Central Coast regions - Coho Confab,2005,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
722717,7208127,Sonoma Creek Watershed - watershed education,2007,07848,0607848,Boyes Hot Springs,Boyes Hot Springs CDP,57,U1,2746385,0
722718,7208183,City of Santa Cruz - Salmonid Restoration Conference,2007,69112,0669112,Santa Cruz,Santa Cruz city,25,C1,32996599,7998548
722721,7208122,Select Northern California Areas - AmeriCorps Watershed Stewards Project,2007,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
722725,7208061,Dutch Bill Creek - Market St and Hwy 1 Crossing (fish passage improvement) features 1-15,2007,53266,0653266,Occidental,Occidental CDP,57,U1,12862112,0
722727,7208184,Topanga Creek - steelhead monitoring,2007,78960,0678960,Topanga,Topanga CDP,57,U1,49538336,19528
722728,7208480,FishNet 4C-Fishery Network of Central California Coastal Counties,2007,67000,0667000,San Francisco,San Francisco city,25,C1,121507089,479146790
722759,7208181,Redwood Creek - Downstream Migrant Trap (juvenile salmonid monitoring),2007,54218,0654218,Orick,Orick CDP,57,U1,12290818,270118
722770,7208161,California Coastal Watersheds - Fish Passage Assessment Database,2007,23168,0623168,Fairfax,Fairfax town,43,C1,5770768,0
722771,7208121,California North Coast Hydrologic Region - restoration project monitoring and evaluation,2007,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
722772,7208247,Candalero Road - Sites 106.1-117,2007,39283,0639283,Lagunitas-Forest Knolls,Lagunitas-Forest Knolls CDP,57,U2,10998147,0
722772,7208248,"Contour Road, sites 45-62",2007,39283,0639283,Lagunitas-Forest Knolls,Lagunitas-Forest Knolls CDP,57,U2,10998147,0
722772,7208249,"East Sylvestris Fire Road, sites 22-28",2007,39283,0639283,Lagunitas-Forest Knolls,Lagunitas-Forest Knolls CDP,57,U2,10998147,0
722780,7208138,Sunny Brae Forest (watershed assessment and planning),2007,02476,0602476,Arcata,Arcata city,25,C1,24399923,5229392
722795,7208129,Mission Creek Watershed- Hwy 192 Bridge (fish passage planning),2007,69070,0669070,Santa Barbara,Santa Barbara city,25,C1,50523520,58265316
722796,7208131,Mission Creek - Tallant Road Bridge (fish passage planning),2007,69070,0669070,Santa Barbara,Santa Barbara city,25,C1,50523520,58265316
722804,7208250,Conner Creek Road - crossing #1,2007,37596,0637596,Junction City,Junction City CDP,57,U1,68728396,87697
722804,7208251,Red Hill Road - crossing #2,2007,37596,0637596,Junction City,Junction City CDP,57,U1,68728396,87697
722825,7208083,Terwer Creek - sediment reduction treatments and training,2007,38702,0638702,Klamath,Klamath CDP,57,U1,44592620,0
722834,7208179,Solstice Creek - instream habitat enhancement (Site 4 only),2007,45246,0645246,Malibu,Malibu city,25,C1,51403234,205274315
722846,7208156,Smith River Watershed - watershed coordination and organizational support,2007,17022,0617022,Crescent City,Crescent City city,25,C1,5085115,1169624
722855,7208139,Lindsay Creek Watershed - sediment source assessment and planning,2007,24008,0624008,Fieldbrook,Fieldbrook CDP,57,U1,27111305,9982
722881,7208162,"Lagunitas, Olema and Redwood Creek watersheds - salmon and steelhead monitoring",2007,39283,0639283,Lagunitas-Forest Knolls,Lagunitas-Forest Knolls CDP,57,U2,10998147,0
722882,7208065,Salmon Creek Estuary - instream habitat structures,2007,64252,0664252,Salmon Creek,Salmon Creek CDP,57,U1,2885757,0
722935,7208024,Coastal California Watersheds - AmeriCorps 14th Year of WSP,2006,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
722962,7208027,Centerpoint for 2007 Salmonid Habitat Improvement,2005,17022,0617022,Crescent City,Crescent City city,25,C1,5085115,1169624
722968,7208033,Strawberry Creek (local name),2006,54218,0654218,Orick,Orick CDP,57,U1,12290818,270118
722977,7208051,Humboldt Redwoods State Park,2005,02476,0602476,Arcata,Arcata city,25,C1,24399923,5229392
722979,7208053,Humboldt and Del Norte Counties,2006,50188,0650188,Myrtletown,Myrtletown CDP,57,U1,5436579,212721
722987,7208055,Montecito Creek - Pool Water Transfer,2006,48844,0648844,Montecito,Montecito CDP,57,U1,23768259,20675380
723033,7208226,Ventura River Floodplain,2005,46702,0646702,Meiners Oaks,Meiners Oaks CDP,57,U1,6315365,0
723035,7208228,Rowdy Creek Hatchery,2005,72380,0672380,Smith River,Smith River CDP,57,U1,11461740,38079
723036,7208484,"Archeological, Paleontological and Rare Plant Surveys",2006,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
723049,7208930,Adaptive Watershed Improvement Projects 2008,2008,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
723052,7208931,"AmeriCorps Watershed Stewards Project, Service year 16",2008,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
723066,7208941,Passage Assessment Database - Sacramento Centerpoint,2008,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
723068,7208942,CHRPD_Database - Sacramento Centerpoint,2008,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
723071,7208943,Fish Habitat Specialist,2008,43000,0643000,Long Beach,Long Beach city,25,C1,131345808,70260174
723073,7208944,Green Gulch Farm,2008,49950,0649950,Muir Beach,Muir Beach CDP,57,U1,1276408,0
723085,7208986,Centerpoint - FishNet 4C - Fishery Network of Central CA Coastal Counties,2008,68364,0668364,San Rafael,San Rafael city,25,C1,42960192,15426850
723096,7209912,DIDSON Steelhead Population Viability Monitoring - Santa Ynez and Ventura Rivers,2008,79529,0679529,Toro Canyon,Toro Canyon CDP,57,U1,24312959,11403119
723100,7209910,Sonoma County Coast 'Salmon Skills' Workshop Series - Freestone cp,2008,53266,0653266,Occidental,Occidental CDP,57,U1,12862112,0
723111,7208989,"Archeological, Paleontological and Rare Plant Surveys",2008,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
723119,7208995,Community Involvement - Center point,2008,23042,0623042,Eureka,Eureka city,25,C1,24698637,13130764
723143,7209909,Salmonid Habitat Enhancement and Outreach Program - Petaluma cp,2008,56784,0656784,Petaluma,Petaluma city,25,C1,37333943,277684
723144,7209097,Lower Redwood Creek smolt trap,2008,54218,0654218,Orick,Orick CDP,57,U1,12290818,270118
723183,7208976,Noyo Watershed Alliance - Org Support Center Point,2008,25058,0625058,Fort Bragg,Fort Bragg city,25,C1,7508182,86606
723189,7209089,Salmon and Riparian Habitat Eduction - center point,2008,83794,0683794,Weaverville,Weaverville CDP,57,U1,33363065,0
723207,7209104,Del Norte County Salmon in the Classroom - center point,2008,17022,0617022,Crescent City,Crescent City city,25,C1,5085115,1169624
723213,7208526,Arroyo Creek fish passage restoration site,2008,39283,0639283,Lagunitas-Forest Knolls,Lagunitas-Forest Knolls CDP,57,U2,10998147,0
723216,7209103,DIDSON Location,2008,54218,0654218,Orick,Orick CDP,57,U1,12290818,270118
723222,7208979,Mission Creek Watershed- Fish Passage Phase II,2008,69070,0669070,Santa Barbara,Santa Barbara city,25,C1,50523520,58265316
723223,7208256,Rowdy Creek - Rowdy Creek Fish Hatchery (steelhead marking),2006,72380,0672380,Smith River,Smith River CDP,57,U1,11461740,38079
723236,7209517,South Coast Distribution and Status of Steelhead - centerpoint,2006,53000,0653000,Oakland,Oakland city,25,C1,144861286,57244212
723238,7209254,CCC Technical Advisors,2006,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
723240,7209518,"Annual Steelhead Catch Report - Restoration Card Data, and Comparison of the Smith River Data - centerpoint",2002,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
723241,7209519,Occurance of wild and hatchery steelhead in the Klamath-Trinity River System - Hoopa Valley Centerpoint,2004,34540,0634540,Hoopa,Hoopa CDP,57,U1,52865786,2013972
723272,7208506,"Eel, S. Fk. Eel, Elk Creek Watersheds (Humboldt Co. portions) - technical advisors",2007,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
723275,7208509,Powers Creek Bank Stabilization & Habitat Enhancement Site,2007,07162,0607162,Blue Lake,Blue Lake city,25,C1,1537386,75886
723289,7208717,Martin Slough - Pikeminnow removal site,2007,23042,0623042,Eureka,Eureka city,25,C1,24698637,13130764
723291,7208723,Emma Wood State Beach - steelhead interpretive panels,2006,69070,0669070,Santa Barbara,Santa Barbara city,25,C1,50523520,58265316
723291,7208721,El Capitan State Beach - steelhead interpretive panels,2006,69070,0669070,Santa Barbara,Santa Barbara city,25,C1,50523520,58265316
723291,7208720,Refugio State Beach - steelhead interpretive panels,2006,69070,0669070,Santa Barbara,Santa Barbara city,25,C1,50523520,58265316
723291,7208722,Carpinteria State Beach - steelhead interpretive panels,2006,69070,0669070,Santa Barbara,Santa Barbara city,25,C1,50523520,58265316
723291,7209514,Gaviota State Beach - steelhead interpretive panels,2006,69070,0669070,Santa Barbara,Santa Barbara city,25,C1,50523520,58265316
723291,7208724,McGrath State Beach - steelhead interpretive panels,2006,69070,0669070,Santa Barbara,Santa Barbara city,25,C1,50523520,58265316
723296,7208919,riparian restoration and sediment reduction sites - Woodacre Creek,2006,39283,0639283,Lagunitas-Forest Knolls,Lagunitas-Forest Knolls CDP,57,U2,10998147,0
723296,7208918,riparian restoration and sediment reduction sites - Lagunitas Creek,2006,39283,0639283,Lagunitas-Forest Knolls,Lagunitas-Forest Knolls CDP,57,U2,10998147,0
723296,7208761,riparian restoration and sediment reduction sites - San Geronimo Creek,2006,39283,0639283,Lagunitas-Forest Knolls,Lagunitas-Forest Knolls CDP,57,U2,10998147,0
723299,7208981,Steelhead Fishing Report Card,2008,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
723300,7208971,Rowdy Creek Hatchery,2007,72380,0672380,Smith River,Smith River CDP,57,U1,11461740,38079
723301,7208982,Trinity River,2007,19724,0619724,Douglas City,Douglas City CDP,57,U1,78799839,32384
723303,7208795,Project Area - Central California Coastal Counties,2006,48760,0648760,Montara,Montara CDP,57,U1,10040503,0
723306,7208798,Shasta River Watershed - tailwater reduction study,2006,86944,0686944,Yreka,Yreka city,25,C1,25861889,188154
723319,7209136,Tannery Creek - LWD site,2009,07246,0607246,Bodega,Bodega CDP,57,U1,7515783,0
723323,7209278,Adaptive Watershed Improvement Projects 2009,2009,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
723326,7209280,AmeriCorps Watershed Stewards Project - Service Year 17,2009,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
723327,7209117,Tallant Road Bridge,2009,69070,0669070,Santa Barbara,Santa Barbara city,25,C1,50523520,58265316
723348,7209297,Genetic Analysis of Oncorhynchus mykiss populations in South Coast California Rivers and Creeks,2009,15044,0615044,Compton,Compton city,25,C1,25974517,230555
723349,7209298,Topanga Creek (Garaptio Creek Watershed),2009,78960,0678960,Topanga,Topanga CDP,57,U1,49538336,19528
723358,7209301,Trabuco Creek Fishway at 1-5 and Camino Capostrano,2009,68028,0668028,San Juan Capistrano,San Juan Capistrano city,25,C1,37374655,0
723362,7209303,North Bay Delta Region Planning and Coho Data Project,2009,07848,0607848,Boyes Hot Springs,Boyes Hot Springs CDP,57,U1,2746385,0
723384,7209151,San Geronimo Valley: Sediment Reduction features 16 and 21 (Rosario and Aztec),2009,39283,0639283,Lagunitas-Forest Knolls,Lagunitas-Forest Knolls CDP,57,U2,10998147,0
723384,7209147,"San Geronimo Valley: Sediment Reduction features 4-6, and 19-20 (Arroyo [Alamo], John Lerch and Debra Amerson)",2009,39283,0639283,Lagunitas-Forest Knolls,Lagunitas-Forest Knolls CDP,57,U2,10998147,0
723384,7209149,San Geronimo Valley: Sediment Reduction features 1-3 (East Cintura),2009,39283,0639283,Lagunitas-Forest Knolls,Lagunitas-Forest Knolls CDP,57,U2,10998147,0
723384,7209194,San Geronimo Valley: Sediment Reduction (Salix),2009,39283,0639283,Lagunitas-Forest Knolls,Lagunitas-Forest Knolls CDP,57,U2,10998147,0
723384,7209193,San Geronimo Valley: Sediment Reduction feature 32 (Hill Avenue),2009,39283,0639283,Lagunitas-Forest Knolls,Lagunitas-Forest Knolls CDP,57,U2,10998147,0
723384,7209150,San Geronimo Valley: Sediment Reduction features 14-15 (Two Park and Spring Ave),2009,39283,0639283,Lagunitas-Forest Knolls,Lagunitas-Forest Knolls CDP,57,U2,10998147,0
723384,7209153,San Geronimo Valley: Sediment Reduction features 8-13 (Conifer Way),2009,39283,0639283,Lagunitas-Forest Knolls,Lagunitas-Forest Knolls CDP,57,U2,10998147,0
723384,7209154,San Geronimo Valley: Sediment Reduction features 25-30 (Flanders Road),2009,39283,0639283,Lagunitas-Forest Knolls,Lagunitas-Forest Knolls CDP,57,U2,10998147,0
723384,7209155,San Geronimo Valley: Sediment Reduction features 22-24 (Flanders Road),2009,39283,0639283,Lagunitas-Forest Knolls,Lagunitas-Forest Knolls CDP,57,U2,10998147,0
723392,7209359,Fisheries Special Corps Member,2009,54652,0654652,Oxnard,Oxnard city,25,C1,68707177,32677585
723408,7209367,2010 and 2011 Coho Confabs,2009,60088,0660088,Redway,Redway CDP,57,U1,3239490,55629
723420,7209375,Ventura HUC8 - Monitoring below Matilija Dam,2009,48046,0648046,Mira Monte,Mira Monte CDP,57,U1,12470598,44675
723450,7209394,Ventura River Confluence Acquisition,2009,53182,0653182,Oak View,Oak View CDP,57,U1,8822791,0
723480,7209427,Telegraph Creek barrier removal (design phase),2009,71372,0671372,Shelter Cove,Shelter Cove CDP,57,U1,15098010,0
723494,7209179,San Geronimo Valley - Site 2 [Golf course],2009,67070,0667070,San Geronimo,San Geronimo CDP,57,U1,3906938,0
723494,7209180,San Geronimo Valley - Site 3 [White Property],2009,67070,0667070,San Geronimo,San Geronimo CDP,57,U1,3906938,0
723494,7209178,San Geronimo Valley - Site 1 [TIRN Property],2009,67070,0667070,San Geronimo,San Geronimo CDP,57,U1,3906938,0
723501,7209446,Five Counties Salmonid Conservation Program (5C) - Weaverville centerpoint,2009,83794,0683794,Weaverville,Weaverville CDP,57,U1,33363065,0
723511,7209068,Sacramento Fish Engineering Student Summer Intern,2003,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
723513,7209061,California Coho Salmon Presence Confirmed/Presence Not Confirmed Survey - Final Phase Completion Supplement,2003,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
723514,7209062,Mendocino-Sonoma Coast Streams,2003,41026,0641026,Leggett,Leggett CDP,57,U1,7003204,0
723521,7209003,Training for J Kleinfelter,2003,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
723523,7209058,Fish Passage Videos,2003,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
723535,7209232,Classroom Aquarium Education Program 2010 - centerpoint,2007,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
723542,7209236,Arroyo Grande Creek Stream Gage Modification,2007,02868,0602868,Arroyo Grande,Arroyo Grande city,25,C1,15382200,0
723543,7209237,Arroyo Grande Creek - stream gage modification,2007,02868,0602868,Arroyo Grande,Arroyo Grande city,25,C1,15382200,0
723548,7209262,2010 Salmonid Restoration Annual Conference,2007,71218,0671218,Shasta,Shasta CDP,57,U1,28325227,11513
723549,7209450,Redding - Shasta Scott Recovery Team (SSRT) Meeting Facilitation,2007,71218,0671218,Shasta,Shasta CDP,57,U1,28325227,11513
723556,7209898,AmeriCorps Watershed Stewards Project: Service Year 18,2010,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
723568,7209551,Dutch Bill Creek: site 511,2010,53266,0653266,Occidental,Occidental CDP,57,U1,12862112,0
723575,7209887,CalFish Pilot Project - So Cal Centerpoint,2010,44000,0644000,Los Angeles,Los Angeles city,25,C1,1215978552,83031312
723577,7209448,Creek Days Environmental Education Fair - Fortuna centerpoint,2007,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
723586,7209553,Muir Beach: Off-Channel Habitat Creation,2010,49950,0649950,Muir Beach,Muir Beach CDP,57,U1,1276408,0
723591,7209593,San Jose Creek Capacity Improvement and Fish Passage project location,2010,30378,0630378,Goleta,Goleta city,25,C1,20339515,187022
723593,7209883,Pine Gulch Creek - New Land Trust,2010,07316,0607316,Bolinas,Bolinas CDP,57,U1,15090532,0
723593,7209884,Pine Gulch Creek - Star Route Farms,2010,07316,0607316,Bolinas,Bolinas CDP,57,U1,15090532,0
723593,7209882,Pine Gulch Creek - Fresh Run Farms,2010,07316,0607316,Bolinas,Bolinas CDP,57,U1,15090532,0
723594,7209881,5 Counties Salmonid Conservation Program (5C) - Fortuna cp,2010,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
723596,7209618,Gilardi Road: features 72-85,2010,07246,0607246,Bodega,Bodega CDP,57,U1,7515783,0
723597,7209880,San Geronimo Watershed - salmon enhancement plan,2010,39283,0639283,Lagunitas-Forest Knolls,Lagunitas-Forest Knolls CDP,57,U2,10998147,0
723619,7209836,Beith Creek road features 1-15,2010,02476,0602476,Arcata,Arcata city,25,C1,24399923,5229392
723647,7209558,San Vicente Creek - LWD reach,2010,18086,0618086,Davenport,Davenport CDP,57,U1,7367925,0
723655,7209803,San Geronimo HUC12 watershed - trail assessments,2010,39283,0639283,Lagunitas-Forest Knolls,Lagunitas-Forest Knolls CDP,57,U2,10998147,0
723677,7209735,Topanga Creek Watershed Steelhead Monitoring (Garapito Creek HUC12),2010,78960,0678960,Topanga,Topanga CDP,57,U1,49538336,19528
723697,7209634,Sleepy Hollow Ford Removal Site (Bridge replacement site),2010,11324,0611324,Carmel Valley Village,Carmel Valley Village CDP,57,U1,49166228,507112
723722,7209713,Alameda Creek Diversion Pipelines - Design Phase,2010,26000,0626000,Fremont,Fremont city,25,C1,202832449,26274304
723724,7209589,Lansdale Fish Passage Improvement site,2010,64434,0664434,San Anselmo,San Anselmo town,43,C1,6928816,0
723725,7209490,Fish Passage Assessment Training - Fortuna CP,2007,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
723731,7209523,C.V. Rainbow Trout Genetic Population Structure Evaluation,2004,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
723733,7209525,Rowdy Creek Fish Hatchery SH Fin Clipping,2004,72380,0672380,Smith River,Smith River CDP,57,U1,11461740,38079
723734,7209526,CSUS Student Assistants,2005,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
723736,7209528,Steelhead Scale Reading,2004,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
723737,7209529,Acoustic Tag Study (American River),2007,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
723744,7209536,Dry Creek - Sacramento CP,1997,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
723749,7209541,Trinity Klamath 1/2 Pounder,2001,83906,0683906,Weitchpec,Weitchpec CDP,57,U1,9919744,145898
723752,7209543,Steelhead Report Card data entry - Sacramento CP,2010,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
